X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,speed,course,hAcc,vAcc
37.685194,55.765347,0,0,358,141.534267,2023/03/03 13:03:29+00,,,,,,,,,,,,,,,,,,,,,,0.421855,103.137868,2.135491,0.792048
37.685198,55.765346,0,0,359,141.615141,2023/03/03 13:03:30+00,,,,,,,,,,,,,,,,,,,,,,0.166296,120.645394,2.132682,0.793432
37.685198,55.765345,0,0,360,141.720711,2023/03/03 13:03:31+00,,,,,,,,,,,,,,,,,,,,,,0.171696,244.715077,2.127581,0.795423
37.685194,55.765345,0,0,361,141.84172,2023/03/03 13:03:32+00,,,,,,,,,,,,,,,,,,,,,,0.416104,261.35513,2.122019,0.798074
37.685186,55.765344,0,0,362,141.985445,2023/03/03 13:03:33+00,,,,,,,,,,,,,,,,,,,,,,0.526779,264.021854,2.117501,0.801481
37.685179,55.765344,0,0,363,142.147919,2023/03/03 13:03:34+00,,,,,,,,,,,,,,,,,,,,,,0.410166,260.531892,2.115553,0.805831
37.685174,55.765343,0,0,364,142.326347,2023/03/03 13:03:35+00,,,,,,,,,,,,,,,,,,,,,,0.234082,254.86195,2.118665,0.811441
37.685172,55.765343,0,0,365,142.516881,2023/03/03 13:03:36+00,,,,,,,,,,,,,,,,,,,,,,0.082409,241.709354,2.13225,0.8188
37.685171,55.765343,0,0,366,142.712927,2023/03/03 13:03:37+00,,,,,,,,,,,,,,,,,,,,,,0.015711,123.738209,2.171711,0.82863
37.685171,55.765343,0,0,367,142.91586,2023/03/03 13:03:38+00,,,,,,,,,,,,,,,,,,,,,,0.024986,21.432075,2.275746,0.841917
37.685163,55.765344,0,0,368,143.331045,2023/03/03 13:03:40+00,,,,,,,,,,,,,,,,,,,,,,0.52512,285.642972,2.261192,0.84611
37.685154,55.765346,0,0,369,143.542063,2023/03/03 13:03:41+00,,,,,,,,,,,,,,,,,,,,,,0.749628,283.675087,2.139585,0.834399
37.685141,55.765347,0,0,370,143.742518,2023/03/03 13:03:42+00,,,,,,,,,,,,,,,,,,,,,,0.943161,282.968608,2.082588,0.826511
37.685125,55.765349,0,0,371,143.934917,2023/03/03 13:03:43+00,,,,,,,,,,,,,,,,,,,,,,1.063076,282.841268,2.053527,0.821358
37.685108,55.765351,0,0,372,144.1163,2023/03/03 13:03:44+00,,,,,,,,,,,,,,,,,,,,,,1.086734,282.802303,2.0379,0.818045
37.685092,55.765353,0,0,373,144.285427,2023/03/03 13:03:45+00,,,,,,,,,,,,,,,,,,,,,,1.021143,282.130436,2.029364,0.815992
37.685077,55.765355,0,0,374,144.450904,2023/03/03 13:03:46+00,,,,,,,,,,,,,,,,,,,,,,0.897491,279.941597,2.024538,0.814755
37.685064,55.765356,0,0,375,144.607603,2023/03/03 13:03:47+00,,,,,,,,,,,,,,,,,,,,,,0.752924,275.830694,2.021498,0.814035
37.685053,55.765357,0,0,376,144.762732,2023/03/03 13:03:48+00,,,,,,,,,,,,,,,,,,,,,,0.618082,270.262548,2.01936,0.813613
37.685044,55.765356,0,0,377,144.911535,2023/03/03 13:03:49+00,,,,,,,,,,,,,,,,,,,,,,0.513031,264.955806,2.017925,0.813355
37.685037,55.765356,0,0,378,145.059688,2023/03/03 13:03:50+00,,,,,,,,,,,,,,,,,,,,,,0.452272,262.634621,2.017087,0.813188
37.68503,55.765355,0,0,379,145.202454,2023/03/03 13:03:51+00,,,,,,,,,,,,,,,,,,,,,,0.431936,264.317683,2.016523,0.813063
37.685023,55.765355,0,0,380,145.345834,2023/03/03 13:03:52+00,,,,,,,,,,,,,,,,,,,,,,0.445236,268.437942,2.01593,0.81295
37.685015,55.765355,0,0,381,145.491918,2023/03/03 13:03:53+00,,,,,,,,,,,,,,,,,,,,,,0.490558,273.033903,2.015281,0.812841
37.685007,55.765356,0,0,382,145.644112,2023/03/03 13:03:54+00,,,,,,,,,,,,,,,,,,,,,,0.549028,277.328551,2.01474,0.812703
37.684998,55.765356,0,0,383,145.808106,2023/03/03 13:03:55+00,,,,,,,,,,,,,,,,,,,,,,0.593083,281.356191,2.014391,0.812529
37.684989,55.765358,0,0,384,145.982752,2023/03/03 13:03:55+00,,,,,,,,,,,,,,,,,,,,,,0.618158,285.863379,2.014307,0.81233
37.684979,55.765359,0,0,385,146.163799,2023/03/03 13:03:56+00,,,,,,,,,,,,,,,,,,,,,,0.620573,291.055008,2.01455,0.812093
37.684971,55.765362,0,0,386,146.35579,2023/03/03 13:03:57+00,,,,,,,,,,,,,,,,,,,,,,0.591185,296.665978,2.015041,0.811824
37.684963,55.765364,0,0,387,146.559536,2023/03/03 13:03:58+00,,,,,,,,,,,,,,,,,,,,,,0.537105,302.406252,2.015573,0.811536
37.684956,55.765367,0,0,388,146.772819,2023/03/03 13:03:59+00,,,,,,,,,,,,,,,,,,,,,,0.47748,308.308857,2.015976,0.811223
37.684951,55.765369,0,0,389,147.002159,2023/03/03 13:04:00+00,,,,,,,,,,,,,,,,,,,,,,0.434938,313.368858,2.016241,0.81088
37.684946,55.765372,0,0,390,147.243466,2023/03/03 13:04:01+00,,,,,,,,,,,,,,,,,,,,,,0.410811,315.862316,2.016462,0.810519
37.684941,55.765375,0,0,391,147.495361,2023/03/03 13:04:02+00,,,,,,,,,,,,,,,,,,,,,,0.386752,315.164913,2.01676,0.810139
37.684937,55.765377,0,0,392,147.759579,2023/03/03 13:04:03+00,,,,,,,,,,,,,,,,,,,,,,0.3544,312.009177,2.017194,0.80974
37.684933,55.765379,0,0,393,148.030311,2023/03/03 13:04:04+00,,,,,,,,,,,,,,,,,,,,,,0.302678,307.174287,2.017691,0.809323
37.68493,55.76538,0,0,394,148.307508,2023/03/03 13:04:05+00,,,,,,,,,,,,,,,,,,,,,,0.222897,298.088256,2.018176,0.808899
37.684927,55.765381,0,0,395,148.590173,2023/03/03 13:04:06+00,,,,,,,,,,,,,,,,,,,,,,0.150172,275.235236,2.018654,0.808452
37.684925,55.76538,0,0,396,148.873764,2023/03/03 13:04:07+00,,,,,,,,,,,,,,,,,,,,,,0.132015,237.411401,2.019146,0.807996
37.684923,55.765379,0,0,397,149.156283,2023/03/03 13:04:08+00,,,,,,,,,,,,,,,,,,,,,,0.162723,214.737885,2.019702,0.807541
37.684922,55.765378,0,0,398,149.43689,2023/03/03 13:04:09+00,,,,,,,,,,,,,,,,,,,,,,0.194232,211.603231,2.020366,0.807101
37.68492,55.765377,0,0,399,149.719412,2023/03/03 13:04:10+00,,,,,,,,,,,,,,,,,,,,,,0.211864,221.794627,2.021079,0.806661
37.684917,55.765375,0,0,400,149.997828,2023/03/03 13:04:11+00,,,,,,,,,,,,,,,,,,,,,,0.237421,241.050704,2.021731,0.806237
37.684913,55.765375,0,0,401,150.274195,2023/03/03 13:04:12+00,,,,,,,,,,,,,,,,,,,,,,0.28871,259.458599,2.022282,0.805835
37.684908,55.765375,0,0,402,150.546056,2023/03/03 13:04:13+00,,,,,,,,,,,,,,,,,,,,,,0.340787,272.051101,2.022751,0.805463
37.684903,55.765375,0,0,403,150.810848,2023/03/03 13:04:14+00,,,,,,,,,,,,,,,,,,,,,,0.368764,280.224785,2.023164,0.805122
37.684897,55.765376,0,0,404,151.066388,2023/03/03 13:04:15+00,,,,,,,,,,,,,,,,,,,,,,0.369907,285.402829,2.023551,0.804793
37.684892,55.765377,0,0,405,151.313774,2023/03/03 13:04:16+00,,,,,,,,,,,,,,,,,,,,,,0.357981,288.250412,2.023893,0.804481
37.684886,55.765378,0,0,406,151.553005,2023/03/03 13:04:17+00,,,,,,,,,,,,,,,,,,,,,,0.341639,288.215362,2.024108,0.804191
37.684881,55.765378,0,0,407,151.759825,2023/03/03 13:04:18+00,,,,,,,,,,,,,,,,,,,,,,0.339501,284.133568,2.024198,0.803946
37.684875,55.765379,0,0,408,151.941377,2023/03/03 13:04:19+00,,,,,,,,,,,,,,,,,,,,,,0.346001,277.630616,2.024311,0.805203
37.68487,55.765379,0,0,409,152.097925,2023/03/03 13:04:20+00,,,,,,,,,,,,,,,,,,,,,,0.351307,272.191747,2.024697,0.806785
37.684864,55.765379,0,0,410,152.238233,2023/03/03 13:04:21+00,,,,,,,,,,,,,,,,,,,,,,0.347541,270.068183,2.025545,0.808704
37.684859,55.765379,0,0,411,152.366335,2023/03/03 13:04:23+00,,,,,,,,,,,,,,,,,,,,,,0.324156,271.965916,2.027034,0.811023
37.684854,55.76538,0,0,412,152.478126,2023/03/03 13:04:24+00,,,,,,,,,,,,,,,,,,,,,,0.261586,279.762801,2.030161,0.813869
37.684851,55.76538,0,0,413,152.573412,2023/03/03 13:04:25+00,,,,,,,,,,,,,,,,,,,,,,0.149259,307.795003,2.037038,0.817527
37.684851,55.765381,0,0,414,152.649443,2023/03/03 13:04:26+00,,,,,,,,,,,,,,,,,,,,,,0.174592,37.957684,2.050763,0.82235
37.684855,55.765383,0,0,415,152.709349,2023/03/03 13:04:27+00,,,,,,,,,,,,,,,,,,,,,,0.433695,65.777089,2.07722,0.828877
37.684864,55.765384,0,0,416,152.754963,2023/03/03 13:04:28+00,,,,,,,,,,,,,,,,,,,,,,0.727075,73.111247,2.130293,0.83784
37.684876,55.765386,0,0,417,152.789223,2023/03/03 13:04:29+00,,,,,,,,,,,,,,,,,,,,,,0.933759,75.500351,2.246103,0.85022
37.684903,55.76539,0,0,418,152.803654,2023/03/03 13:04:31+00,,,,,,,,,,,,,,,,,,,,,,0.797264,78.099899,2.244436,0.852422
37.684914,55.765391,0,0,419,152.780881,2023/03/03 13:04:32+00,,,,,,,,,,,,,,,,,,,,,,0.563673,78.789903,2.127332,0.839441
37.68492,55.765392,0,0,420,152.74747,2023/03/03 13:04:33+00,,,,,,,,,,,,,,,,,,,,,,0.309439,80.020649,2.074217,0.830163
37.684924,55.765392,0,0,421,152.706003,2023/03/03 13:04:34+00,,,,,,,,,,,,,,,,,,,,,,0.098439,82.913144,2.048732,0.823476
37.684924,55.765392,0,0,422,152.654944,2023/03/03 13:04:35+00,,,,,,,,,,,,,,,,,,,,,,0.036975,253.772748,2.036369,0.818586
37.684923,55.765392,0,0,423,152.593452,2023/03/03 13:04:36+00,,,,,,,,,,,,,,,,,,,,,,0.086651,255.371409,2.030726,0.814929
37.684922,55.765392,0,0,424,152.523316,2023/03/03 13:04:37+00,,,,,,,,,,,,,,,,,,,,,,0.063709,236.709011,2.028544,0.812092
37.684922,55.765391,0,0,425,152.444224,2023/03/03 13:04:38+00,,,,,,,,,,,,,,,,,,,,,,0.06817,140.9791,2.027947,0.809818
37.684924,55.765391,0,0,426,152.362232,2023/03/03 13:04:39+00,,,,,,,,,,,,,,,,,,,,,,0.18656,111.021462,2.02785,0.809412
37.684928,55.76539,0,0,427,152.276106,2023/03/03 13:04:40+00,,,,,,,,,,,,,,,,,,,,,,0.293329,104.422343,2.027807,0.809562
37.684932,55.76539,0,0,428,152.186039,2023/03/03 13:04:41+00,,,,,,,,,,,,,,,,,,,,,,0.300442,102.571839,2.027968,0.810212
37.684936,55.765389,0,0,429,152.094027,2023/03/03 13:04:42+00,,,,,,,,,,,,,,,,,,,,,,0.208186,101.537679,2.029187,0.811378
37.684939,55.765389,0,0,430,152.004812,2023/03/03 13:04:43+00,,,,,,,,,,,,,,,,,,,,,,0.092853,95.994238,2.032617,0.81318
37.684939,55.765389,0,0,431,151.918542,2023/03/03 13:04:44+00,,,,,,,,,,,,,,,,,,,,,,0.013219,348.966149,2.039959,0.81583
37.684939,55.765389,0,0,432,151.831286,2023/03/03 13:04:45+00,,,,,,,,,,,,,,,,,,,,,,0.081935,275.56454,2.054235,0.819733
37.684937,55.765389,0,0,433,151.750686,2023/03/03 13:04:46+00,,,,,,,,,,,,,,,,,,,,,,0.139754,256.788656,2.081504,0.825391
37.684934,55.765388,0,0,434,151.675571,2023/03/03 13:04:47+00,,,,,,,,,,,,,,,,,,,,,,0.193029,241.766445,2.135907,0.833553
37.684931,55.765387,0,0,435,151.605439,2023/03/03 13:04:48+00,,,,,,,,,,,,,,,,,,,,,,0.242943,231.406862,2.25352,0.845234
37.684926,55.765383,0,0,436,151.494935,2023/03/03 13:04:50+00,,,,,,,,,,,,,,,,,,,,,,0.318633,204.679576,2.255042,0.846261
37.684925,55.765381,0,0,437,151.463267,2023/03/03 13:04:51+00,,,,,,,,,,,,,,,,,,,,,,0.310002,193.590233,2.138956,0.833006
37.684924,55.765378,0,0,438,151.440753,2023/03/03 13:04:52+00,,,,,,,,,,,,,,,,,,,,,,0.310858,176.00042,2.085924,0.823617
37.684926,55.765375,0,0,439,151.429498,2023/03/03 13:04:53+00,,,,,,,,,,,,,,,,,,,,,,0.3437,155.561017,2.059675,0.817
37.684929,55.765372,0,0,440,151.429646,2023/03/03 13:04:54+00,,,,,,,,,,,,,,,,,,,,,,0.402827,138.442266,2.045916,0.812338
37.684934,55.76537,0,0,441,151.43361,2023/03/03 13:04:55+00,,,,,,,,,,,,,,,,,,,,,,0.456624,126.746009,2.038412,0.809046
37.68494,55.765368,0,0,442,151.445111,2023/03/03 13:04:56+00,,,,,,,,,,,,,,,,,,,,,,0.456681,120.873871,2.034184,0.806683
37.684946,55.765366,0,0,443,151.463875,2023/03/03 13:04:57+00,,,,,,,,,,,,,,,,,,,,,,0.402142,119.445949,2.03192,0.804944
37.684951,55.765364,0,0,444,151.490778,2023/03/03 13:04:58+00,,,,,,,,,,,,,,,,,,,,,,0.342386,120.416335,2.030857,0.803624
37.684955,55.765362,0,0,445,151.52309,2023/03/03 13:04:59+00,,,,,,,,,,,,,,,,,,,,,,0.292917,124.33143,2.030446,0.802575
37.684959,55.765361,0,0,446,151.561203,2023/03/03 13:05:00+00,,,,,,,,,,,,,,,,,,,,,,0.257407,129.203097,2.030413,0.801716
37.684962,55.76536,0,0,447,151.600895,2023/03/03 13:05:01+00,,,,,,,,,,,,,,,,,,,,,,0.242297,130.806075,2.030641,0.800992
37.684965,55.765358,0,0,448,151.64548,2023/03/03 13:05:02+00,,,,,,,,,,,,,,,,,,,,,,0.247227,128.434106,2.030983,0.800374
37.684968,55.765357,0,0,449,151.689365,2023/03/03 13:05:03+00,,,,,,,,,,,,,,,,,,,,,,0.264128,124.372324,2.031196,0.799842
37.684972,55.765355,0,0,450,151.732459,2023/03/03 13:05:04+00,,,,,,,,,,,,,,,,,,,,,,0.279579,121.439552,2.031128,0.799388
37.684976,55.765354,0,0,451,151.773377,2023/03/03 13:05:05+00,,,,,,,,,,,,,,,,,,,,,,0.278506,122.507012,2.030856,0.799015
37.684979,55.765353,0,0,452,151.810804,2023/03/03 13:05:06+00,,,,,,,,,,,,,,,,,,,,,,0.247484,126.647594,2.030582,0.798699
37.684982,55.765352,0,0,453,151.842918,2023/03/03 13:05:07+00,,,,,,,,,,,,,,,,,,,,,,0.186804,131.419586,2.030443,0.798453
37.684984,55.765351,0,0,454,151.876342,2023/03/03 13:05:08+00,,,,,,,,,,,,,,,,,,,,,,0.100095,136.89377,2.030483,0.798239
37.684984,55.76535,0,0,455,151.909966,2023/03/03 13:05:09+00,,,,,,,,,,,,,,,,,,,,,,0.009088,217.343917,2.030677,0.798056
37.684984,55.76535,0,0,456,151.944881,2023/03/03 13:05:10+00,,,,,,,,,,,,,,,,,,,,,,0.087572,301.698939,2.030946,0.797885
37.684982,55.765351,0,0,457,151.98373,2023/03/03 13:05:11+00,,,,,,,,,,,,,,,,,,,,,,0.15757,295.631315,2.03121,0.797731
37.684979,55.765352,0,0,458,152.017663,2023/03/03 13:05:12+00,,,,,,,,,,,,,,,,,,,,,,0.223819,285.458044,2.031403,0.797593
37.684975,55.765352,0,0,459,152.049011,2023/03/03 13:05:13+00,,,,,,,,,,,,,,,,,,,,,,0.302603,276.078978,2.031457,0.797473
37.684969,55.765352,0,0,460,152.086849,2023/03/03 13:05:14+00,,,,,,,,,,,,,,,,,,,,,,0.396823,269.978509,2.031323,0.797361
37.684962,55.765352,0,0,461,152.131467,2023/03/03 13:05:15+00,,,,,,,,,,,,,,,,,,,,,,0.491422,266.736836,2.03105,0.797262
37.684954,55.765352,0,0,462,152.179874,2023/03/03 13:05:16+00,,,,,,,,,,,,,,,,,,,,,,0.560816,265.802163,2.03078,0.797184
37.684945,55.765351,0,0,463,152.235437,2023/03/03 13:05:17+00,,,,,,,,,,,,,,,,,,,,,,0.583492,266.477859,2.030689,0.7971
37.684936,55.765351,0,0,464,152.300773,2023/03/03 13:05:18+00,,,,,,,,,,,,,,,,,,,,,,0.565339,267.730961,2.030908,0.79703
37.684927,55.765351,0,0,465,152.372882,2023/03/03 13:05:19+00,,,,,,,,,,,,,,,,,,,,,,0.522994,268.949214,2.031396,0.79696
37.684919,55.765351,0,0,466,152.452834,2023/03/03 13:05:20+00,,,,,,,,,,,,,,,,,,,,,,0.46189,270.54313,2.031974,0.796913
37.684913,55.765351,0,0,467,152.540789,2023/03/03 13:05:21+00,,,,,,,,,,,,,,,,,,,,,,0.390283,272.96363,2.032438,0.796878
37.684907,55.765351,0,0,468,152.631859,2023/03/03 13:05:22+00,,,,,,,,,,,,,,,,,,,,,,0.318074,277.145076,2.032665,0.796893
37.684902,55.765352,0,0,469,152.726769,2023/03/03 13:05:23+00,,,,,,,,,,,,,,,,,,,,,,0.258427,283.871753,2.032636,0.79695
37.684899,55.765352,0,0,470,152.826014,2023/03/03 13:05:24+00,,,,,,,,,,,,,,,,,,,,,,0.224397,289.948722,2.032373,0.797044
37.684896,55.765353,0,0,471,152.928299,2023/03/03 13:05:25+00,,,,,,,,,,,,,,,,,,,,,,0.216186,290.224393,2.031919,0.797184
37.684892,55.765354,0,0,472,153.031581,2023/03/03 13:05:26+00,,,,,,,,,,,,,,,,,,,,,,0.226054,284.91599,2.031398,0.797369
37.684889,55.765354,0,0,473,153.131608,2023/03/03 13:05:27+00,,,,,,,,,,,,,,,,,,,,,,0.244905,277.446142,2.030946,0.797569
37.684885,55.765354,0,0,474,153.22925,2023/03/03 13:05:28+00,,,,,,,,,,,,,,,,,,,,,,0.266578,269.624919,2.030602,0.797775
37.68488,55.765354,0,0,475,153.318881,2023/03/03 13:05:29+00,,,,,,,,,,,,,,,,,,,,,,0.288725,263.287709,2.030353,0.79798
37.684875,55.765354,0,0,476,153.400499,2023/03/03 13:05:30+00,,,,,,,,,,,,,,,,,,,,,,0.31386,259.379685,2.030151,0.798168
37.68487,55.765353,0,0,477,153.47218,2023/03/03 13:05:31+00,,,,,,,,,,,,,,,,,,,,,,0.33853,257.977384,2.029919,0.79832
37.684865,55.765352,0,0,478,153.535744,2023/03/03 13:05:32+00,,,,,,,,,,,,,,,,,,,,,,0.35465,258.563653,2.029614,0.798428
37.684859,55.765352,0,0,479,153.591991,2023/03/03 13:05:33+00,,,,,,,,,,,,,,,,,,,,,,0.360865,260.119002,2.029289,0.798498
37.684854,55.765351,0,0,480,153.642686,2023/03/03 13:05:34+00,,,,,,,,,,,,,,,,,,,,,,0.358855,261.6779,2.028987,0.798519
37.684848,55.765351,0,0,481,153.686455,2023/03/03 13:05:35+00,,,,,,,,,,,,,,,,,,,,,,0.347004,263.378605,2.028725,0.798472
37.684843,55.765351,0,0,482,153.723876,2023/03/03 13:05:36+00,,,,,,,,,,,,,,,,,,,,,,0.328693,267.026866,2.028637,0.79979
37.684838,55.765351,0,0,483,153.75377,2023/03/03 13:05:37+00,,,,,,,,,,,,,,,,,,,,,,0.303136,272.901615,2.028988,0.801318
37.684833,55.765351,0,0,484,153.77831,2023/03/03 13:05:38+00,,,,,,,,,,,,,,,,,,,,,,0.273686,280.276728,2.029933,0.803078
37.684829,55.765351,0,0,485,153.798245,2023/03/03 13:05:39+00,,,,,,,,,,,,,,,,,,,,,,0.241372,286.543102,2.031856,0.805151
37.684826,55.765352,0,0,486,153.816385,2023/03/03 13:05:40+00,,,,,,,,,,,,,,,,,,,,,,0.207518,290.716305,2.035674,0.807702
37.684823,55.765353,0,0,487,153.833928,2023/03/03 13:05:41+00,,,,,,,,,,,,,,,,,,,,,,0.17868,292.293707,2.0431,0.810974
37.68482,55.765353,0,0,488,153.852775,2023/03/03 13:05:42+00,,,,,,,,,,,,,,,,,,,,,,0.156736,289.491118,2.057213,0.815351
37.684818,55.765354,0,0,489,153.873268,2023/03/03 13:05:43+00,,,,,,,,,,,,,,,,,,,,,,0.139261,281.512791,2.084153,0.821378
37.684816,55.765354,0,0,490,153.895027,2023/03/03 13:05:44+00,,,,,,,,,,,,,,,,,,,,,,0.124731,271.31935,2.138237,0.829818
37.684814,55.765354,0,0,491,153.919962,2023/03/03 13:05:45+00,,,,,,,,,,,,,,,,,,,,,,0.107985,261.758775,2.255759,0.841701
37.684813,55.765353,0,0,492,153.977651,2023/03/03 13:05:47+00,,,,,,,,,,,,,,,,,,,,,,0.024455,164.848037,2.257597,0.842731
37.684813,55.765353,0,0,493,154.016066,2023/03/03 13:05:48+00,,,,,,,,,,,,,,,,,,,,,,0.043744,103.12062,2.141671,0.829335
37.684814,55.765353,0,0,494,154.056435,2023/03/03 13:05:49+00,,,,,,,,,,,,,,,,,,,,,,0.072442,82.705894,2.088791,0.819752
37.684815,55.765353,0,0,495,154.098535,2023/03/03 13:05:50+00,,,,,,,,,,,,,,,,,,,,,,0.090283,70.090082,2.062879,0.812886
37.684817,55.765354,0,0,496,154.142634,2023/03/03 13:05:51+00,,,,,,,,,,,,,,,,,,,,,,0.093111,58.410042,2.049822,0.807921
37.684818,55.765354,0,0,497,154.188897,2023/03/03 13:05:51+00,,,,,,,,,,,,,,,,,,,,,,0.086115,42.007895,2.043428,0.80427
37.684818,55.765355,0,0,498,154.236056,2023/03/03 13:05:52+00,,,,,,,,,,,,,,,,,,,,,,0.081703,20.294994,2.04034,0.801504
37.684818,55.765356,0,0,499,154.282217,2023/03/03 13:05:53+00,,,,,,,,,,,,,,,,,,,,,,0.085128,356.332376,2.038592,0.799338
37.684818,55.765356,0,0,500,154.329132,2023/03/03 13:05:54+00,,,,,,,,,,,,,,,,,,,,,,0.096315,337.106892,2.037287,0.799013
37.684817,55.765357,0,0,501,154.374401,2023/03/03 13:05:55+00,,,,,,,,,,,,,,,,,,,,,,0.110827,322.90169,2.036581,0.799253
37.684816,55.765358,0,0,502,154.415452,2023/03/03 13:05:56+00,,,,,,,,,,,,,,,,,,,,,,0.121884,313.470599,2.037127,0.799983
37.684814,55.765359,0,0,503,154.451562,2023/03/03 13:05:57+00,,,,,,,,,,,,,,,,,,,,,,0.12074,310.243146,2.039438,0.801217
37.684813,55.765359,0,0,504,154.481938,2023/03/03 13:05:58+00,,,,,,,,,,,,,,,,,,,,,,0.094244,317.408772,2.043884,0.80308
37.684813,55.76536,0,0,505,154.510186,2023/03/03 13:05:59+00,,,,,,,,,,,,,,,,,,,,,,0.053293,353.117813,2.051797,0.80701
37.684813,55.76536,0,0,506,154.532959,2023/03/03 13:06:00+00,,,,,,,,,,,,,,,,,,,,,,0.072485,65.414231,2.066315,0.812538
37.684815,55.76536,0,0,507,154.552286,2023/03/03 13:06:01+00,,,,,,,,,,,,,,,,,,,,,,0.138264,87.876515,2.093909,0.820185
37.684817,55.76536,0,0,508,154.568742,2023/03/03 13:06:02+00,,,,,,,,,,,,,,,,,,,,,,0.20345,96.3924,2.149209,0.830697
37.684821,55.76536,0,0,509,154.581184,2023/03/03 13:06:03+00,,,,,,,,,,,,,,,,,,,,,,0.259127,101.895405,2.268727,0.845066
37.684831,55.765358,0,0,510,154.590272,2023/03/03 13:06:05+00,,,,,,,,,,,,,,,,,,,,,,0.389844,112.496809,2.27838,0.852137
37.684837,55.765357,0,0,511,154.585062,2023/03/03 13:06:06+00,,,,,,,,,,,,,,,,,,,,,,0.406679,113.709097,2.175239,0.843888
37.684843,55.765355,0,0,512,154.576237,2023/03/03 13:06:07+00,,,,,,,,,,,,,,,,,,,,,,0.423896,113.792503,2.148059,0.841233
37.684849,55.765354,0,0,513,154.562565,2023/03/03 13:06:08+00,,,,,,,,,,,,,,,,,,,,,,0.443241,113.503176,2.174872,0.843835
37.684856,55.765352,0,0,514,154.543016,2023/03/03 13:06:09+00,,,,,,,,,,,,,,,,,,,,,,0.461538,113.411508,2.277627,0.851899
37.684869,55.765349,0,0,515,154.491442,2023/03/03 13:06:11+00,,,,,,,,,,,,,,,,,,,,,,0.452314,115.166087,2.267393,0.849102
37.684875,55.765347,0,0,516,154.447274,2023/03/03 13:06:12+00,,,,,,,,,,,,,,,,,,,,,,0.432334,116.051644,2.147562,0.834552
37.684881,55.765345,0,0,517,154.396355,2023/03/03 13:06:13+00,,,,,,,,,,,,,,,,,,,,,,0.410177,115.711432,2.092108,0.824056
37.684887,55.765344,0,0,518,154.335024,2023/03/03 13:06:14+00,,,,,,,,,,,,,,,,,,,,,,0.377707,112.949094,2.064535,0.816474
37.684892,55.765343,0,0,519,154.262006,2023/03/03 13:06:15+00,,,,,,,,,,,,,,,,,,,,,,0.332491,106.55599,2.050294,0.810957
37.684897,55.765342,0,0,520,154.176637,2023/03/03 13:06:16+00,,,,,,,,,,,,,,,,,,,,,,0.294514,95.228137,2.043024,0.806879
37.684901,55.765342,0,0,521,154.078199,2023/03/03 13:06:17+00,,,,,,,,,,,,,,,,,,,,,,0.281671,79.691899,2.039499,0.803801
37.684906,55.765343,0,0,522,153.967883,2023/03/03 13:06:18+00,,,,,,,,,,,,,,,,,,,,,,0.297712,64.593,2.037982,0.801446
37.68491,55.765345,0,0,523,153.846535,2023/03/03 13:06:19+00,,,,,,,,,,,,,,,,,,,,,,0.326803,54.23212,2.037471,0.799606
37.684914,55.765346,0,0,524,153.71157,2023/03/03 13:06:20+00,,,,,,,,,,,,,,,,,,,,,,0.347674,48.736716,2.03734,0.79814
37.684918,55.765349,0,0,525,153.570166,2023/03/03 13:06:21+00,,,,,,,,,,,,,,,,,,,,,,0.349876,47.04144,2.037305,0.796976
37.684922,55.765351,0,0,526,153.419749,2023/03/03 13:06:22+00,,,,,,,,,,,,,,,,,,,,,,0.338005,49.062105,2.037283,0.796048
37.684926,55.765352,0,0,527,153.261459,2023/03/03 13:06:23+00,,,,,,,,,,,,,,,,,,,,,,0.325508,54.959234,2.037234,0.795326
37.684931,55.765354,0,0,528,153.098264,2023/03/03 13:06:24+00,,,,,,,,,,,,,,,,,,,,,,0.328329,63.940288,2.037162,0.79477
37.684936,55.765355,0,0,529,152.931498,2023/03/03 13:06:25+00,,,,,,,,,,,,,,,,,,,,,,0.355916,73.69398,2.037116,0.794365
37.684942,55.765356,0,0,530,152.767681,2023/03/03 13:06:26+00,,,,,,,,,,,,,,,,,,,,,,0.398382,81.453729,2.037119,0.795501
37.684948,55.765356,0,0,531,152.606622,2023/03/03 13:06:27+00,,,,,,,,,,,,,,,,,,,,,,0.437411,86.733316,2.037263,0.79704
37.684955,55.765356,0,0,532,152.449475,2023/03/03 13:06:29+00,,,,,,,,,,,,,,,,,,,,,,0.464064,90.638264,2.037417,0.798968
37.684963,55.765356,0,0,533,152.295413,2023/03/03 13:06:30+00,,,,,,,,,,,,,,,,,,,,,,0.480492,94.301626,2.038098,0.80133
37.684971,55.765356,0,0,534,152.146286,2023/03/03 13:06:31+00,,,,,,,,,,,,,,,,,,,,,,0.492837,97.399438,2.040588,0.804284
37.684979,55.765355,0,0,535,152.002583,2023/03/03 13:06:32+00,,,,,,,,,,,,,,,,,,,,,,0.501784,98.736506,2.046718,0.809269
37.684986,55.765354,0,0,536,151.865977,2023/03/03 13:06:33+00,,,,,,,,,,,,,,,,,,,,,,0.499096,97.524643,2.059765,0.815753
37.684994,55.765354,0,0,537,151.737156,2023/03/03 13:06:34+00,,,,,,,,,,,,,,,,,,,,,,0.479356,93.91726,2.086177,0.824245
